in_rxnorm_cui,rxnorm_cui,name,tty,source,dose,unit,mme_factor
2670,1183030,Pseudodine C Oral Product,SBDG,rxnav,,,0.15
5489,1183055,Rezira Oral Liquid Product,SBDG,rxnav,,,1
5489,1183056,Rezira Oral Product,SBDG,rxnav,,,1
10689,1183690,Ryzolt Oral Product,SBDG,rxnav,,,0.1
10689,1183691,Ryzolt Pill,SBDG,rxnav,,,0.1
2670,1184326,M-End PE Oral Liquid Product,SBDG,rxnav,,,0.15
2670,1184327,M-End PE Oral Product,SBDG,rxnav,,,0.15
7052,1184943,MS Contin Oral Product,SBDG,rxnav,,,1
7052,1184944,MS Contin Pill,SBDG,rxnav,,,1
5489,1185115,Norco Oral Product,SBDG,rxnav,,,1
5489,1185116,Norco Pill,SBDG,rxnav,,,1
7804,1185228,Percocet Oral Product,SBDG,rxnav,,,1.5
2670,1185353,Robafen AC Oral Liquid Product,SBDG,rxnav,,,0.15
2670,1185354,Robafen AC Oral Product,SBDG,rxnav,,,0.15
6813,1185658,Methadose Oral Liquid Product,SBDG,rxnav,,,NULL
6813,1185659,Methadose Oral Product,SBDG,rxnav,,,NULL
6813,1185660,Methadose Pill,SBDG,rxnav,,,NULL
7804,1185784,Percocet Pill,SBDG,rxnav,,,1.5
7804,1185791,Percodan Reformulated May 2009 Oral Product,SBDG,rxnav,,,1.5
7804,1185792,Percodan Reformulated May 2009 Pill,SBDG,rxnav,,,1.5
23088,1186049,Synalgos-DC Oral Product,SBDG,rxnav,,,0.25
23088,1186050,Synalgos-DC Pill,SBDG,rxnav,,,0.25
2670,1186327,Zotex C Oral Liquid Product,SBDG,rxnav,,,0.15
2670,1186328,Zotex C Oral Product,SBDG,rxnav,,,0.15
5489,1186433,Xodol Pill,SBDG,rxnav,,,1
5489,1186434,Xodol Oral Product,SBDG,rxnav,,,1
7804,1186443,Xolox Oral Product,SBDG,rxnav,,,1.5
7804,1186444,Xolox Pill,SBDG,rxnav,,,1.5
5489,1186474,Zutripro Oral Liquid Product,SBDG,rxnav,,,1
5489,1186475,Zutripro Oral Product,SBDG,rxnav,,,1
5489,1186485,Zydone Oral Product,SBDG,rxnav,,,1
5489,1186486,Zydone Pill,SBDG,rxnav,,,1
5489,1186574,Vicoprofen Oral Product,SBDG,rxnav,,,1
5489,1186575,Vicoprofen Pill,SBDG,rxnav,,,1
5489,1186708,Tussionex Oral Liquid Product,SBDG,rxnav,,,1
5489,1186709,Tussionex Oral Product,SBDG,rxnav,,,1
2670,1186837,Z Tuss AC Oral Liquid Product,SBDG,rxnav,,,0.15
2670,1186838,Z Tuss AC Oral Product,SBDG,rxnav,,,0.15
5489,1187023,Zamicet Oral Liquid Product,SBDG,rxnav,,,1
5489,1187024,Zamicet Oral Product,SBDG,rxnav,,,1
2670,1187503,Tylenol with Codeine Pill,SBDG,rxnav,,,0.15
2670,1187505,Tylenol with Codeine Oral Product,SBDG,rxnav,,,0.15
10689,1187712,Ultracet Oral Product,SBDG,rxnav,,,0.1
10689,1187713,Ultracet Pill,SBDG,rxnav,,,0.1
10689,1187716,Ultram Oral Product,SBDG,rxnav,,,0.1
10689,1187717,Ultram Pill,SBDG,rxnav,,,0.1
2670,1187984,Zodryl AC Oral Product,SBDG,rxnav,,,0.15
2670,1187985,Zodryl AC Oral Liquid Product,SBDG,rxnav,,,0.15
2670,1187996,Zodryl DAC Oral Product,SBDG,rxnav,,,0.15
2670,1187997,Zodryl DAC Oral Liquid Product,SBDG,rxnav,,,0.15
2670,1188149,Zodryl DEC Oral Product,SBDG,rxnav,,,0.15
2670,1188152,Zodryl DEC Oral Liquid Product,SBDG,rxnav,,,0.15
23088,1190194,dihydrocodeine bitartrate 16 MG,SCDC,rxnav,16,mg,0.25
23088,1190201,Acetaminophen 320.5 MG / Caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule [Trezix],SBD,rxnav,16,mg,0.25
2670,1190574,Codeine Phosphate 1.2 MG/ML,SCDC,rxnav,1.2,mg/ml,0.15
2670,1190576,Codeine / dexbrompheniramine / Pseudoephedrine Oral Liquid Product,SCDG,rxnav,,,0.15
2670,1190577,Codeine / dexbrompheniramine / Pseudoephedrine Oral Product,SCDG,rxnav,,,0.15
2670,1190578,Codeine / dexbrompheniramine / Pseudoephedrine Oral Solution,SCDF,rxnav,,,0.15
2670,1190579,Codeine / dexbrompheniramine / Pseudoephedrine,MIN,rxnav,,,0.15
2670,1190580,Codeine Phosphate 1.2 MG/ML / Dexbrompheniramine maleate 0.133 MG/ML / Pseudoephedrine Hydrochloride 4 MG/ML Oral Solution,SCD,rxnav,1.2,mg/ml,0.15
2670,1190581,M-End Max D,BN,rxnav,,,0.15
2670,1190582,Codeine Phosphate 1.2 MG/ML / Dexbrompheniramine maleate 0.133 MG/ML / Pseudoephedrine Hydrochloride 4 MG/ML [M-End Max D],SBDC,rxnav,1.2,mg/ml,0.15
2670,1190583,Codeine / dexbrompheniramine / Pseudoephedrine Oral Solution [M-End Max D],SBDF,rxnav,,,0.15
2670,1190585,M-End Max D Oral Liquid Product,SBDG,rxnav,,,0.15
2670,1190586,M-End Max D Oral Product,SBDG,rxnav,,,0.15
2670,1190587,Codeine Phosphate 1.2 MG/ML / Dexbrompheniramine maleate 0.133 MG/ML / Pseudoephedrine Hydrochloride 4 MG/ML Oral Solution [M-End Max D],SBD,rxnav,1.2,mg/ml,0.15
23088,1234871,Acetaminophen 356.4 MG / Caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule,SCD,rxnav,16,mg,0.25
23088,1234872,Aspirin 356.4 MG / Caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule,SCD,rxnav,16,mg,0.25
23088,1234940,dihydrocodeine bitartrate 0.6 MG/ML,SCDC,rxnav,0.6,mg/ml,0.25
23088,1234941,Chlorpheniramine Maleate 0.4 MG/ML / dihydrocodeine bitartrate 0.6 MG/ML / Phenylephrine Hydrochloride 1.5 MG/ML Oral Solution,SCD,rxnav,0.6,mg/ml,0.25
23088,1234954,Chlorpheniramine Maleate 0.4 MG/ML / dihydrocodeine bitartrate 0.6 MG/ML / Phenylephrine Hydrochloride 1.5 MG/ML [ColdCough PD],SBDC,rxnav,0.6,mg/ml,0.25
23088,1234957,Chlorpheniramine Maleate 0.4 MG/ML / dihydrocodeine bitartrate 0.6 MG/ML / Phenylephrine Hydrochloride 1.5 MG/ML Oral Solution [ColdCough PD],SBD,rxnav,0.6,mg/ml,0.25
23088,1234973,Aspirin 356.4 MG / Caffeine 30 MG / dihydrocodeine bitartrate 16 MG [Synalgos-DC],SBDC,rxnav,16,mg,0.25
23088,1234976,Aspirin 356.4 MG / Caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule [Synalgos-DC],SBD,rxnav,16,mg,0.25
23088,1234977,dihydrocodeine bitartrate 32 MG,SCDC,rxnav,32,mg,0.25
23088,1234978,Acetaminophen 712.8 MG / Caffeine 60 MG / dihydrocodeine bitartrate 32 MG Oral Tablet,SCD,rxnav,32,mg,0.25
23088,1234987,Acetaminophen 356.4 MG / Caffeine 30 MG / dihydrocodeine bitartrate 16 MG [Trezix],SBDC,rxnav,16,mg,0.25
23088,1234990,Acetaminophen 356.4 MG / Caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule [Trezix],SBD,rxnav,16,mg,0.25
23088,1234997,dihydrocodeine bitartrate 10 MG,SCDC,rxnav,10,mg,0.25
23088,1234999,Acetaminophen 500 MG / dihydrocodeine bitartrate 10 MG Oral Tablet,SCD,rxnav,10,mg,0.25
23088,1235008,dihydrocodeine bitartrate 20 MG,SCDC,rxnav,20,mg,0.25
23088,1235009,Acetaminophen 500 MG / dihydrocodeine bitartrate 20 MG Oral Tablet,SCD,rxnav,20,mg,0.25
23088,1235010,dihydrocodeine bitartrate 30 MG,SCDC,rxnav,30,mg,0.25
23088,1235011,Acetaminophen 500 MG / dihydrocodeine bitartrate 30 MG Oral Tablet,SCD,rxnav,30,mg,0.25
2670,1235862,Chlorcyclizine hydrochloride 2.5 MG/ML / Codeine Phosphate 1.8 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution,SCD,rxnav,1.8,mg/ml,0.15
23088,1236178,dihydrocodeine bitartrate 120 MG,SCDC,rxnav,120,mg,0.25
23088,1236179,dihydrocodeine bitartrate 120 MG Extended Release Oral Tablet,SCD,rxnav,120,mg,0.25
23088,1236182,dihydrocodeine bitartrate 30 MG Oral Tablet,SCD,rxnav,30,mg,0.25
23088,1236183,dihydrocodeine bitartrate 40 MG,SCDC,rxnav,40,mg,0.25
23088,1236184,dihydrocodeine bitartrate 40 MG Oral Tablet,SCD,rxnav,40,mg,0.25
23088,1236187,dihydrocodeine bitartrate 60 MG,SCDC,rxnav,60,mg,0.25
23088,1236188,dihydrocodeine bitartrate 60 MG Extended Release Oral Tablet,SCD,rxnav,60,mg,0.25
23088,1236189,dihydrocodeine bitartrate 90 MG,SCDC,rxnav,90,mg,0.25
23088,1236190,dihydrocodeine bitartrate 90 MG Extended Release Oral Tablet,SCD,rxnav,90,mg,0.25
23088,1236239,dihydrocodeine bitartrate 60 MG Oral Tablet,SCD,rxnav,60,mg,0.25
4337,1237048,Fentanyl Mucosal Product,SCDG,rxnav,,,NULL
4337,1237049,Fentanyl Mucosal Spray,SCDF,rxnav,,,NULL
4337,1237050,Fentanyl 0.1 MG/ACTUAT Mucosal Spray,SCD,rxnav,0.1,mg,NULL
4337,1237051,Subsys,BN,rxnav,,,NULL
4337,1237052,Fentanyl 0.1 MG/ACTUAT [Subsys],SBDC,rxnav,0.1,mg,NULL
4337,1237053,Fentanyl Mucosal Spray [Subsys],SBDF,rxnav,,,NULL
4337,1237054,Subsys Mucosal Product,SBDG,rxnav,,,NULL
4337,1237055,Fentanyl 0.1 MG/ACTUAT Mucosal Spray [Subsys],SBD,rxnav,0.1,mg,NULL
4337,1237056,Fentanyl 0.2 MG/ACTUAT,SCDC,rxnav,0.2,mg,NULL
4337,1237057,Fentanyl 0.2 MG/ACTUAT Mucosal Spray,SCD,rxnav,0.2,mg,NULL
4337,1237058,Fentanyl 0.2 MG/ACTUAT [Subsys],SBDC,rxnav,0.2,mg,NULL
4337,1237059,Fentanyl 0.2 MG/ACTUAT Mucosal Spray [Subsys],SBD,rxnav,0.2,mg,NULL
4337,1237060,Fentanyl 0.4 MG/ACTUAT Mucosal Spray,SCD,rxnav,0.4,mg,NULL
4337,1237061,Fentanyl 0.4 MG/ACTUAT [Subsys],SBDC,rxnav,0.4,mg,NULL
4337,1237062,Fentanyl 0.4 MG/ACTUAT Mucosal Spray [Subsys],SBD,rxnav,0.4,mg,NULL
4337,1237063,Fentanyl 0.6 MG/ACTUAT,SCDC,rxnav,0.6,mg,NULL
4337,1237064,Fentanyl 0.6 MG/ACTUAT Mucosal Spray,SCD,rxnav,0.6,mg,NULL
4337,1237065,Fentanyl 0.6 MG/ACTUAT [Subsys],SBDC,rxnav,0.6,mg,NULL
4337,1237066,Fentanyl 0.6 MG/ACTUAT Mucosal Spray [Subsys],SBD,rxnav,0.6,mg,NULL
4337,1237067,Fentanyl 0.8 MG/ACTUAT,SCDC,rxnav,0.8,mg,NULL
4337,1237068,Fentanyl 0.8 MG/ACTUAT Mucosal Spray,SCD,rxnav,0.8,mg,NULL
4337,1237069,Fentanyl 0.8 MG/ACTUAT [Subsys],SBDC,rxnav,0.8,mg,NULL
4337,1237070,Fentanyl 0.8 MG/ACTUAT Mucosal Spray [Subsys],SBD,rxnav,0.8,mg,NULL
2670,1242553,Statuss Green Reformulated Jan 2012,BN,rxnav,,,0.15
2670,1242554,Chlorcyclizine hydrochloride 2.5 MG/ML / Codeine Phosphate 1.8 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML [Statuss Green Reformulated Jan 2012],SBDC,rxnav,1.8,mg/ml,0.15
2670,1242555,chlorcyclizine / Codeine / Pseudoephedrine Oral Solution [Statuss Green Reformulated Jan 2012],SBDF,rxnav,,,0.15
2670,1242556,Statuss Green Reformulated Jan 2012 Oral Liquid Product,SBDG,rxnav,,,0.15
2670,1242557,Statuss Green Reformulated Jan 2012 Oral Product,SBDG,rxnav,,,0.15
2670,1242558,Chlorcyclizine hydrochloride 2.5 MG/ML / Codeine Phosphate 1.8 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Statuss Green Reformulated Jan 2012],SBD,rxnav,1.8,mg/ml,0.15
5489,1244754,Guaifenesin 20 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution,SCD,rxnav,0.5,mg/ml,1
2670,1244920,Brompheniramine Maleate 0.266 MG/ML / Codeine Phosphate 1.27 MG/ML / Phenylephrine Hydrochloride 0.666 MG/ML [M-End PE],SBDC,rxnav,1.27,mg/ml,0.15
2670,1244921,Brompheniramine Maleate 0.266 MG/ML / Codeine Phosphate 1.27 MG/ML / Phenylephrine Hydrochloride 0.666 MG/ML Oral Solution [M-End PE],SBD,rxnav,1.27,mg/ml,0.15
10689,1248115,24 HR tramadol hydrochloride 150 MG Extended Release Oral Capsule,SCD,rxnav,150,mg,0.1
2670,1294356,Bromodiphenhydramine hydrochloride 2.5 MG/ML / Codeine Phosphate 2 MG/ML Oral Solution,SCD,rxnav,2,mg/ml,0.15
4337,1294774,Fentanyl Lozenge Product,SCDG,rxnav,,,NULL
4337,1294794,Fentanyl Transdermal Product,SCDG,rxnav,,,NULL
1819,1294831,Buprenorphine / Naloxone Sublingual Product,SCDG,rxnav,,,NULL
4337,1294974,Fentanyl Sublingual Product,SCDG,rxnav,,,NULL
1819,1295116,Buprenorphine Sublingual Product,SCDG,rxnav,,,NULL
4337,1295170,Fentanyl Buccal Product,SCDG,rxnav,,,NULL
1819,1295269,Buprenorphine Transdermal Product,SCDG,rxnav,,,NULL
1819,1295671,Buprenorphine / Naloxone Oral Strip Product,SCDG,rxnav,,,NULL
10689,1295674,Tramadol Disintegrating Oral Product,SCDG,rxnav,,,0.1
1819,1295833,Subutex Sublingual Product,SBDG,rxnav,,,NULL
4337,1295970,Actiq Lozenge Product,SBDG,rxnav,,,NULL
4337,1296074,Abstral Sublingual Product,SBDG,rxnav,,,NULL
1819,1296320,Suboxone Oral Strip Product,SBDG,rxnav,,,NULL
1819,1296477,BuTrans Transdermal Product,SBDG,rxnav,,,NULL
4337,1296815,Duragesic Transdermal Product,SBDG,rxnav,,,NULL
4337,1296911,Fentora Buccal Product,SBDG,rxnav,,,NULL
1819,1297024,Suboxone Sublingual Product,SBDG,rxnav,,,NULL
1841,1302738,Butorphanol 10 MG/ML,SCDC,rxnav,10,mg/ml,7
1841,1302740,Butorphanol 10 MG/ML [Dolorex Solution],SBDC,rxnav,10,mg/ml,7
7052,1303735,Morphine Sulfate 40 MG,SCDC,rxnav,40,mg,1
7052,1303736,Morphine Sulfate 40 MG Extended Release Oral Capsule,SCD,rxnav,40,mg,1
7052,1303737,Morphine Sulfate 40 MG [Kadian],SBDC,rxnav,40,mg,1
7052,1303738,Morphine Sulfate 40 MG Extended Release Oral Capsule [Kadian],SBD,rxnav,40,mg,1
3423,1306898,24 HR Hydromorphone Hydrochloride 32 MG Extended Release Oral Tablet,SCD,rxnav,32,mg,4
3423,1306899,Hydromorphone Hydrochloride 32 MG [Exalgo],SBDC,rxnav,32,mg,4
3423,1306900,24 HR Hydromorphone Hydrochloride 32 MG Extended Release Oral Tablet [Exalgo],SBD,rxnav,32,mg,4
1819,1307054,Buprenorphine 4 MG,SCDC,rxnav,4,mg,NULL
1819,1307056,Buprenorphine 4 MG / Naloxone 1 MG Oral Strip,SCD,rxnav,4,mg,NULL
1819,1307057,Buprenorphine 4 MG / Naloxone 1 MG [Suboxone],SBDC,rxnav,4,mg,NULL
1819,1307058,Buprenorphine 4 MG / Naloxone 1 MG Oral Strip [Suboxone],SBD,rxnav,4,mg,NULL
1819,1307059,Buprenorphine 12 MG,SCDC,rxnav,12,mg,NULL
1819,1307061,Buprenorphine 12 MG / Naloxone 3 MG Oral Strip,SCD,rxnav,12,mg,NULL
1819,1307062,Buprenorphine 12 MG / Naloxone 3 MG [Suboxone],SBDC,rxnav,12,mg,NULL
1819,1307063,Buprenorphine 12 MG / Naloxone 3 MG Oral Strip [Suboxone],SBD,rxnav,12,mg,NULL
2670,1308438,Brompheniramine Maleate 0.4 MG/ML / Codeine Phosphate 2 MG/ML Oral Solution,SCD,rxnav,2,mg/ml,0.15
2670,1308439,Brompheniramine Maleate 0.4 MG/ML / Codeine Phosphate 2 MG/ML [Nalex AC],SBDC,rxnav,2,mg/ml,0.15
2670,1308440,Brompheniramine Maleate 0.4 MG/ML / Codeine Phosphate 2 MG/ML Oral Solution [Nalex AC],SBD,rxnav,2,mg/ml,0.15
5489,1310179,Vicodin Pill,SBDG,rxnav,,,1
5489,1310197,Acetaminophen 300 MG / Hydrocodone Bitartrate 5 MG [Vicodin],SBDC,rxnav,5,mg,1
5489,1310200,Vicodin Oral Product,SBDG,rxnav,,,1
5489,1310202,Acetaminophen 300 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Vicodin],SBD,rxnav,5,mg,1
5489,1310208,Acetaminophen 300 MG / Hydrocodone Bitartrate 7.5 MG [Vicodin],SBDC,rxnav,7.5,mg,1
5489,1310212,Acetaminophen 300 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet [Vicodin],SBD,rxnav,7.5,mg,1
5489,1310268,Acetaminophen 300 MG / Hydrocodone Bitartrate 10 MG [Vicodin],SBDC,rxnav,10,mg,1
5489,1310270,Acetaminophen 300 MG / Hydrocodone Bitartrate 10 MG Oral Tablet [Vicodin],SBD,rxnav,10,mg,1
1841,1310923,Butorphic,BN,rxnav,,,7
1841,1310924,Butorphanol 10 MG/ML [Butorphic],SBDC,rxnav,10,mg/ml,7
5489,1313294,Guaifenesin 10 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML / Phenylephrine Hydrochloride 1.5 MG/ML Oral Solution,SCD,rxnav,0.5,mg/ml,1
787390,1356312,tapentadol 20 MG/ML,SCDC,rxnav,20,mg/ml,0.4
787390,1356313,tapentadol Oral Liquid Product,SCDG,rxnav,,,0.4
787390,1356314,tapentadol Oral Solution,SCDF,rxnav,,,0.4
787390,1356315,tapentadol 20 MG/ML Oral Solution,SCD,rxnav,20,mg/ml,0.4
2670,1356797,Brompheniramine Maleate 4 MG / Codeine Phosphate 10 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet,SCD,rxnav,10,mg,0.15
2670,1356798,Brompheniramine Maleate 4 MG / Codeine Phosphate 10 MG / Phenylephrine Hydrochloride 10 MG [Brovex PBC],SBDC,rxnav,10,mg,0.15
2670,1356799,Brompheniramine Maleate 4 MG / Codeine Phosphate 10 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet [Brovex PBC],SBD,rxnav,10,mg,0.15
2670,1356800,Brompheniramine Maleate 4 MG / Codeine Phosphate 10 MG Oral Tablet,SCD,rxnav,10,mg,0.15
2670,1356801,Brompheniramine Maleate 4 MG / Codeine Phosphate 10 MG [BroveX CB],SBDC,rxnav,10,mg,0.15
2670,1356802,Brompheniramine Maleate 4 MG / Codeine Phosphate 10 MG Oral Tablet [BroveX CB],SBD,rxnav,10,mg,0.15
2670,1356804,Brompheniramine Maleate 4 MG / Codeine Phosphate 20 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet,SCD,rxnav,20,mg,0.15
2670,1356805,Brompheniramine Maleate 4 MG / Codeine Phosphate 20 MG / Phenylephrine Hydrochloride 10 MG [Brovex PBC],SBDC,rxnav,20,mg,0.15
2670,1356806,Brompheniramine Maleate 4 MG / Codeine Phosphate 20 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet [Brovex PBC],SBD,rxnav,20,mg,0.15
2670,1356807,Brompheniramine Maleate 4 MG / Codeine Phosphate 20 MG Oral Tablet,SCD,rxnav,20,mg,0.15
2670,1356808,Brompheniramine Maleate 4 MG / Codeine Phosphate 20 MG [BroveX CB],SBDC,rxnav,20,mg,0.15
2670,1356809,Brompheniramine Maleate 4 MG / Codeine Phosphate 20 MG Oral Tablet [BroveX CB],SBD,rxnav,20,mg,0.15
5489,1356835,Brompheniramine Maleate 0.6 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution,SCD,rxnav,0.5,mg/ml,1
2670,1357402,Brompheniramine Maleate 0.4 MG/ML / Codeine Phosphate 2 MG/ML / Phenylpropanolamine Hydrochloride 2.5 MG/ML Oral Solution,SCD,rxnav,2,mg/ml,0.15
5489,1357940,Dexchlorpheniramine maleate 0.4 MG/ML / Hydrocodone Bitartrate 0.8 MG/ML / Phenylephrine Hydrochloride 1 MG/ML Oral Solution,SCD,rxnav,0.8,mg/ml,1
5489,1366873,Hydrocodone Bitartrate 5 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet,SCD,rxnav,5,mg,1
5489,1366874,Hydrocodone Bitartrate 5 MG / Pseudoephedrine Hydrochloride 60 MG [P-V-Tussin],SBDC,rxnav,5,mg,1
5489,1366875,Hydrocodone Bitartrate 5 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet [P-V-Tussin],SBD,rxnav,5,mg,1
2670,1368070,Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML [Tusnel C],SBDC,rxnav,2,mg/ml,0.15
2670,1368071,Codeine / Guaifenesin / Pseudoephedrine Oral Solution [Tusnel C],SBDF,rxnav,,,0.15
2670,1368072,Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Tusnel C],SBD,rxnav,2,mg/ml,0.15
5489,1372265,Chlorpheniramine Maleate 0.8 MG/ML / Hydrocodone Bitartrate 1 MG/ML Oral Solution,SCD,rxnav,1,mg/ml,1
2670,1372693,Ascomp,BN,rxnav,,,0.15
2670,1372714,Zodryl DEC,BN,rxnav,,,0.15
2670,1372725,Zodryl DAC,BN,rxnav,,,0.15
2670,1372746,Zodryl AC,BN,rxnav,,,0.15
5489,1372755,Ibudone,BN,rxnav,,,1
5489,1372868,Vituz,BN,rxnav,,,1
5489,1372869,Chlorpheniramine Maleate 0.8 MG/ML / Hydrocodone Bitartrate 1 MG/ML [Vituz],SBDC,rxnav,1,mg/ml,1
5489,1372870,Chlorpheniramine / Hydrocodone Oral Solution [Vituz],SBDF,rxnav,,,1
5489,1372871,Vituz Oral Liquid Product,SBDG,rxnav,,,1
5489,1372872,Vituz Oral Product,SBDG,rxnav,,,1
5489,1372873,Chlorpheniramine Maleate 0.8 MG/ML / Hydrocodone Bitartrate 1 MG/ML Oral Solution [Vituz],SBD,rxnav,1,mg/ml,1
2670,1424295,Acetaminophen 325 MG / Chlorpheniramine Maleate 2 MG / Codeine Phosphate 8 MG / Pseudoephedrine Hydrochloride 30 MG Oral Tablet,SCD,rxnav,8,mg,0.15
2670,1424296,Codeine Phosphate 6 MG,SCDC,rxnav,6,mg,0.15
2670,1424297,Acetaminophen 500 MG / Codeine Phosphate 6 MG / Pseudoephedrine Hydrochloride 30 MG Oral Tablet,SCD,rxnav,6,mg,0.15
1819,1431074,Buprenorphine 1.4 MG,SCDC,rxnav,1.4,mg,NULL
1819,1431076,Buprenorphine 1.4 MG / Naloxone 0.36 MG Sublingual Tablet,SCD,rxnav,1.4,mg,NULL
1819,1431077,Zubsolv,BN,rxnav,,,NULL
1819,1431078,Buprenorphine 1.4 MG / Naloxone 0.36 MG [Zubsolv],SBDC,rxnav,1.4,mg,NULL
1819,1431079,Buprenorphine / Naloxone Sublingual Tablet [Zubsolv],SBDF,rxnav,,,NULL
1819,1431080,Zubsolv Oral Product,SBDG,rxnav,,,NULL
1819,1431081,Zubsolv Pill,SBDG,rxnav,,,NULL
1819,1431082,Zubsolv Sublingual Product,SBDG,rxnav,,,NULL
1819,1431083,Buprenorphine 1.4 MG / Naloxone 0.36 MG Sublingual Tablet [Zubsolv],SBD,rxnav,1.4,mg,NULL
1819,1431099,Buprenorphine 5.7 MG,SCDC,rxnav,5.7,mg,NULL
1819,1431102,Buprenorphine 5.7 MG / Naloxone 1.4 MG Sublingual Tablet,SCD,rxnav,5.7,mg,NULL
1819,1431103,Buprenorphine 5.7 MG / Naloxone 1.4 MG [Zubsolv],SBDC,rxnav,5.7,mg,NULL
1819,1431104,Buprenorphine 5.7 MG / Naloxone 1.4 MG Sublingual Tablet [Zubsolv],SBD,rxnav,5.7,mg,NULL
2670,1431286,Acetaminophen 300 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule,SCD,rxnav,30,mg,0.15
1819,1432968,Buprenorphine 0.015 MG/HR,SCDC,rxnav,0.015,mg/hr,NULL
1819,1432969,168 HR Buprenorphine 0.015 MG/HR Transdermal System,SCD,rxnav,0.015,mg/hr,NULL
1819,1432970,Buprenorphine 0.015 MG/HR [BuTrans],SBDC,rxnav,0.015,mg/hr,NULL
1819,1432971,168 HR Buprenorphine 0.015 MG/HR Transdermal System [BuTrans],SBD,rxnav,0.015,mg/hr,NULL
2670,1433801,Acetaminophen 300 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG [Fioricet with Codeine],SBDC,rxnav,30,mg,0.15
2670,1433802,Acetaminophen 300 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule [Fioricet with Codeine],SBD,rxnav,30,mg,0.15
2670,1440003,Codeine Phosphate 1.8 MG/ML / Dexchlorpheniramine maleate 0.2 MG/ML / Phenylephrine Hydrochloride 1 MG/ML Oral Solution,SCD,rxnav,1.8,mg/ml,0.15
5489,1442444,Acetaminophen 20 MG/ML / Hydrocodone Bitartrate 0.667 MG/ML [Lortab],SBDC,rxnav,0.667,mg/ml,1
5489,1442445,Acetaminophen 20 MG/ML / Hydrocodone Bitartrate 0.667 MG/ML Oral Solution [Lortab],SBD,rxnav,0.667,mg/ml,1
5489,1442521,Hydrocodone Extended Release Oral Capsule,SCDF,rxnav,,,1
5489,1442523,Zohydro,BN,rxnav,,,1
5489,1442524,Hydrocodone Bitartrate 10 MG [Zohydro],SBDC,rxnav,10,mg,1
5489,1442525,Hydrocodone Extended Release Oral Capsule [Zohydro],SBDF,rxnav,,,1
5489,1442526,Zohydro Oral Product,SBDG,rxnav,,,1
5489,1442527,Zohydro Pill,SBDG,rxnav,,,1
5489,1442529,Hydrocodone Bitartrate 15 MG,SCDC,rxnav,15,mg,1
5489,1442531,Hydrocodone Bitartrate 15 MG [Zohydro],SBDC,rxnav,15,mg,1
5489,1442533,Hydrocodone Bitartrate 20 MG,SCDC,rxnav,20,mg,1
5489,1442535,Hydrocodone Bitartrate 20 MG [Zohydro],SBDC,rxnav,20,mg,1
5489,1442537,Hydrocodone Bitartrate 30 MG,SCDC,rxnav,30,mg,1
5489,1442539,Hydrocodone Bitartrate 30 MG [Zohydro],SBDC,rxnav,30,mg,1
5489,1442541,Hydrocodone Bitartrate 40 MG,SCDC,rxnav,40,mg,1
5489,1442543,Hydrocodone Bitartrate 40 MG [Zohydro],SBDC,rxnav,40,mg,1
5489,1442545,Hydrocodone Bitartrate 50 MG,SCDC,rxnav,50,mg,1
5489,1442547,Hydrocodone Bitartrate 50 MG [Zohydro],SBDC,rxnav,50,mg,1
7804,1487287,Acetaminophen 325 MG / Oxycodone Hydrochloride 2.5 MG [Endocet],SBDC,rxnav,2.5,mg,1.5
7804,1487288,Acetaminophen 325 MG / Oxycodone Hydrochloride 2.5 MG Oral Tablet [Endocet],SBD,rxnav,2.5,mg,1.5
